label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	num_ref_seqs	num_sample_seqs	num_total_seqs	n_gaps	total_chars	dataset	seed	method	printref	fraction_mapped	sample_frac	ref_frac	ref_weight	check_split_passed	ref	region	tool	criteria
0.03	0.03	2356	34741600	8371980000	3926590	5912830	0.854559	0.999531	0.898454	0.999294	0.898454	0.998831	0.875647	0.875957	267.1833	00:04:27	3804.87	4226.37	3801.93	3802.24	1700.21	2.18	0	66105	66105	132210	44695965	78136110	human	89	closed	t	0.689	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12073	34753000	8695120000	3903070	5901380	0.8548	0.9996	0.899	0.9993	0.899	0.9989	0.8761	0.8764	266.514	00:04:26	3810.02	4226.36	3806.33	3807.23	1709.33	2.27	0	66105	66105	132210	44695965	78136110	human	90	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2333	34714600	8372000000	3900040	5939810	0.853895	0.999534	0.899001	0.999291	0.899001	0.998831	0.875574	0.875868	259.8592	00:04:19	3810.03	4226.36	3806.34	3807.4	1710.96	2.18	0	66105	66105	132210	44695965	78136110	human	90	closed	t	0.693	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12066	34794300	8695070000	3954090	5860090	0.8559	0.9995	0.898	0.9993	0.898	0.9989	0.8761	0.8764	291.954	00:04:51	3804.8	4226.36	3802.09	3802.51	187.11	2.25	0	66105	66105	132210	44695965	78136110	human	91	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2317	34750100	8371950000	3950460	5904280	0.854769	0.999528	0.897922	0.999295	0.897922	0.998829	0.875495	0.875814	266.9622	00:04:26	3807.42	4226.36	3801.92	3803.07	12.61	2.18	0	66105	66105	132210	44695965	78136110	human	91	closed	t	0.684	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12111	34786300	8695080000	3937340	5868070	0.8557	0.9995	0.8983	0.9993	0.8983	0.9989	0.8762	0.8765	254.4835	00:04:14	3810.1	4226.37	3806.49	3807.39	1710.97	0.02	0	66105	66105	132210	44695965	78136110	human	92	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2326	34746400	8371970000	3933920	5908030	0.854677	0.99953	0.898297	0.999295	0.898297	0.998831	0.875631	0.875944	291.5905	00:04:51	3805.44	4226.37	3802.1	3802.54	1694.71	2.18	0	66105	66105	132210	44695965	78136110	human	92	closed	t	0.689	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12091	34735600	8695140000	3876830	5918820	0.8544	0.9996	0.8996	0.9993	0.8996	0.9989	0.8762	0.8764	279.779	00:04:39	3811.34	4227.54	3807.63	3808.53	1710.97	0.03	0	66105	66105	132210	44695965	78136110	human	93	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2382	34697000	8372030000	3873520	5957440	0.853462	0.999538	0.899573	0.999289	0.899573	0.998832	0.87563	0.875911	289.8203	00:04:49	3806.63	4226.38	3802.07	3802.89	24.82	2.19	0	66105	66105	132210	44695965	78136110	human	93	closed	t	0.694	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12044	34787600	8695090000	3934110	5866810	0.8557	0.9995	0.8984	0.9993	0.8984	0.9989	0.8762	0.8765	252.839	00:04:12	3810.18	4226.35	3806.48	3807.37	1709.39	0.02	0	66105	66105	132210	44695965	78136110	human	94	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2291	34745800	8371970000	3930480	5908640	0.854662	0.999531	0.898375	0.999295	0.898375	0.998831	0.875661	0.875973	274.2138	00:04:34	3801.55	4222.29	3798.2	3798.78	1690.12	2.18	0	66105	66105	132210	44695965	78136110	human	94	closed	t	0.687	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12067	34777600	8695100000	3919960	5876810	0.8554	0.9995	0.8987	0.9993	0.8987	0.9989	0.8762	0.8765	292.2772	00:04:52	3810.11	4226.36	3805.66	3806.97	316.13	2.25	0	66105	66105	132210	44695965	78136110	human	95	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2336	34736800	8371990000	3916550	5917560	0.854442	0.999532	0.898675	0.999294	0.898675	0.998832	0.875696	0.876001	276.2547	00:04:36	3806.3	4222.29	3802.6	3803.47	1710.97	2.18	0	66105	66105	132210	44695965	78136110	human	95	closed	t	0.69	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12082	34778200	8695090000	3934420	5876230	0.8555	0.9995	0.8984	0.9993	0.8984	0.9989	0.8761	0.8764	287.5753	00:04:47	3811.51	4227.65	3807.87	3808.96	1710.97	2.25	0	66105	66105	132210	44695965	78136110	human	96	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2327	34736700	8371970000	3930870	5917720	0.854438	0.999531	0.898342	0.999294	0.898342	0.99883	0.87553	0.87584	350.7875	00:05:50	3810.12	4226.36	3806.48	3807.36	1710.97	2.2	0	66105	66105	132210	44695965	78136110	human	96	closed	t	0.688	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12097	34806300	8695050000	3971740	5848110	0.8562	0.9995	0.8976	0.9993	0.8976	0.9989	0.8761	0.8764	262.384	00:04:22	3806.44	4226.37	3802	3802.7	1199.64	2.25	0	66105	66105	132210	44695965	78136110	human	97	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2379	34765400	8371940000	3968340	5888970	0.855146	0.999526	0.897548	0.999297	0.897548	0.998829	0.875505	0.875834	264.469	00:04:24	3808.27	4226.37	3801.95	3803.23	2.25	2.18	0	66105	66105	132210	44695965	78136110	human	97	closed	t	0.691	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12029	34749000	8695120000	3905270	5905420	0.8547	0.9996	0.899	0.9993	0.899	0.9989	0.876	0.8763	254.5591	00:04:14	3804.77	4226.36	3802.82	3803.16	975.19	0.02	0	66105	66105	132210	44695965	78136110	human	98	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2345	34711600	8372000000	3901840	5942780	0.853822	0.999534	0.89895099999999994	0.999291	0.89895099999999994	0.99883	0.875511	0.875806	279.0096	00:04:39	3804.69	4222.29	3798.2	3799.91	325.66	2.18	0	66105	66105	132210	44695965	78136110	human	98	closed	t	0.695	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12135	33971300	8695790000	3233100	6683130	0.8356	0.9996	0.9131	0.9992	0.9131	0.9989	0.8729	0.8726	273.1311	00:04:33	3806.38	4226.37	3801.96	3803.04	1698	2.25	0	66105	66105	132210	44695965	78136110	human	99	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2379	33927200	8372670000	3229490	6727200	0.834527	0.999614	0.913085	0.999197	0.913085	0.998817	0.872337	0.87204	265.9749	00:04:25	3805.36	4226.37	3801.96	3802.59	1689.61	2.18	0	66105	66105	132210	44695965	78136110	human	99	closed	t	0.685	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	12075	34776300	8695080000	3937880	5878100	0.8554	0.9995	0.8983	0.9993	0.8983	0.9989	0.876	0.8763	289.6423	00:04:49	3807.31	4226.35	3802.07	3803.4	1697.59	2.25	0	66105	66105	132210	44695965	78136110	human	100	open	t	1	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	2299	34733800	8371970000	3934400	5920640	0.854367	0.99953	0.898252	0.999293	0.898252	0.998829	0.875449	0.87576	264.1605	00:04:24	3804.43	4226.35	3801.92	3802.12	1684.89	2.18	0	66105	66105	132210	44695965	78136110	human	100	closed	t	0.684	0.5	0.5	distance	TRUE	NA	NA	mothur	NA
0.03	0.03	29271	16354400	5005870000	3024290	2442280	0.8701	0.9994	0.8439	0.9995	0.8439	0.9989	0.8564	0.8568	166.1003	00:02:46	1782.36	2197.82	1778.65	1779.64	825.02	1.94	0	10028	90249	100277	35294683	60667585	marine	1	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3627	16322200	3747780000	3020190	2474520	0.868354	0.99919500000000006	0.843856	0.99934	0.843856	0.998542	0.855286	0.85593	154.884	00:02:34	1777.74	2195.83	1771.73	1773.46	819.02	0.02	0	10028	90249	100277	35294683	60667585	marine	1	closed	t	0.556	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29267	16365800	5005850000	3036540	2430910	0.8707	0.9994	0.8435	0.9995	0.8435	0.9989	0.8564	0.8569	158.4815	00:02:38	1779.86	2195.85	1776.15	1777.08	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	2	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3721	16334800	3753670000	3032580	2461940	0.869023	0.999193	0.843418	0.999345	0.843418	0.998545	0.855394	0.856029	175.8713	00:02:55	1780.92	2196.91	1777.23	1778.2	825.05	1.71	0	10028	90249	100277	35294683	60667585	marine	2	closed	t	0.561	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29298	16373600	5005850000	3044460	2423130	0.8711	0.9994	0.8432	0.9995	0.8432	0.9989	0.8565	0.8569	453.1442	00:07:33	1780.61	2196.89	1776.92	1777.93	825.05	1.95	0	10028	90249	100277	35294683	60667585	marine	3	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3626	16343700	3749670000	3040650	2453040	0.869496	0.99919	0.843139	0.999346	0.843139	0.998543	0.855485	0.856114	159.0115	00:02:39	1778.69	2195.83	1771.75	1773.95	822.68	0.03	0	10028	90249	100277	35294683	60667585	marine	3	closed	t	0.561	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29279	16360200	5005860000	3033070	2436540	0.8704	0.9994	0.8436	0.9995	0.8436	0.9989	0.8563	0.8568	171.1274	00:02:51	1779.85	2195.84	1776.14	1777.02	825.05	1.95	0	10028	90249	100277	35294683	60667585	marine	4	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3682	16330000	3749160000	3029570	2466670	0.868771	0.999193	0.843511	0.999343	0.843511	0.998542	0.855316	0.855955	162.9991	00:02:42	1779.85	2195.84	1776.14	1777.02	824.89	0.03	0	10028	90249	100277	35294683	60667585	marine	4	closed	t	0.562	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29275	16347800	5005870000	3021740	2448920	0.8697	0.9994	0.844	0.9995	0.844	0.9989	0.8562	0.8567	177.5537	00:02:57	1785.88	2202.27	1782.4	1783.51	825.05	0.05	0	10028	90249	100277	35294683	60667585	marine	5	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3647	16319300	3752560000	3018310	2477440	0.868198	0.999196	0.843915	0.99934	0.843915	0.998544	0.855239	0.855884	160.9884	00:02:40	1779.85	2195.84	1776.14	1777.21	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	5	closed	t	0.563	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29204	16360800	5005860000	3033480	2435910	0.8704	0.9994	0.8436	0.9995	0.8436	0.9989	0.8563	0.8568	165.1578	00:02:45	1779.87	2195.86	1776.23	1777.33	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	6	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3662	16326800	3758980000	3028960	2469870	0.868601	0.99919500000000006	0.843511	0.999343	0.843511	0.998546	0.855234	0.855872	157.2336	00:02:37	1779.87	2195.86	1771.77	1774.41	487.66	0.04	0	10028	90249	100277	35294683	60667585	marine	6	closed	t	0.556	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29259	16355200	5005860000	3027490	2441490	0.8701	0.9994	0.8438	0.9995	0.8438	0.9989	0.8563	0.8568	164.9065	00:02:44	1775.38	2195.85	1772.5	1772.97	811.16	0.02	0	10028	90249	100277	35294683	60667585	marine	7	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3661	16323700	3756550000	3023640	2472960	0.868436	0.999196	0.843718	0.999342	0.843718	0.998545	0.855258	0.855899	182.7934	00:03:02	1779.86	2195.85	1776.15	1777.03	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	7	closed	t	0.558	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29301	16165500	5005950000	2936590	2631160	0.86	0.9994	0.8463	0.9995	0.8463	0.9989	0.8526	0.8531	167.3314	00:02:47	1779.87	2195.85	1776.16	1777.04	825.05	1.95	0	10028	90249	100277	35294683	60667585	marine	8	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3787	16136000	3751600000	2932740	2660740	0.858446	0.999219	0.846201	0.999291	0.846201	0.998518	0.851557	0.85228	160.1227	00:02:40	1779.87	2195.85	1776.16	1777.1	823.39	0.03	0	10028	90249	100277	35294683	60667585	marine	8	closed	t	0.564	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29241	16361500	5005860000	3035580	2435220	0.8704	0.9994	0.8435	0.9995	0.8435	0.9989	0.8563	0.8568	190.6592	00:03:10	1779.84	2195.84	1776.13	1777.02	825.05	0.04	0	10028	90249	100277	35294683	60667585	marine	9	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3563	16329100	3753670000	3031400	2467580	0.868723	0.999193	0.843424	0.999343	0.843424	0.998544	0.855249	0.855886	160.2371	00:02:40	1779.84	2195.84	1776.13	1777.07	823.39	0.03	0	10028	90249	100277	35294683	60667585	marine	9	closed	t	0.556	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29240	16359100	5005860000	3027470	2437610	0.8703	0.9994	0.8438	0.9995	0.8438	0.9989	0.8564	0.8569	160.8403	00:02:40	1779.86	2195.84	1776.15	1777.11	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	10	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3677	16329800	3752810000	3024000	2466900	0.868759	0.99919500000000006	0.843751	0.999343	0.843751	0.998545	0.855434	0.856072	154.3303	00:02:34	1779.86	2195.84	1776.21	1777.23	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	10	closed	t	0.564	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29217	16369000	5005850000	3043070	2427710	0.8708	0.9994	0.8432	0.9995	0.8432	0.9989	0.8564	0.8568	159.5106	00:02:39	1775.23	2195.85	1772.98	1773.45	745.5	0.04	0	10028	90249	100277	35294683	60667585	marine	11	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3642	16338700	3754620000	3039410	2458010	0.869232	0.999191	0.843152	0.999346	0.843152	0.998544	0.855362	0.855994	155.6568	00:02:35	1779.86	2195.85	1776.22	1777.3	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	11	closed	t	0.562	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29188	16358700	5005860000	3032800	2438000	0.8703	0.9994	0.8436	0.9995	0.8436	0.9989	0.8563	0.8567	173.3722	00:02:53	1779.85	2195.85	1771.65	1773.07	523.42	1.94	0	10028	90249	100277	35294683	60667585	marine	12	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3588	16328600	3753590000	3029180	2468120	0.868694	0.999194	0.843516	0.999343	0.843516	0.998544	0.855282	0.85592	177.897	00:02:57	1775.07	2196.91	1772.95	1773.1	87.41	0.04	0	10028	90249	100277	35294683	60667585	marine	12	closed	t	0.56	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29258	16352400	5005870000	3021410	2444280	0.87	0.9994	0.844	0.9995	0.844	0.9989	0.8564	0.8568	176.2602	00:02:56	1783.2	2202.11	1777.78	1779.2	812.19	0.04	0	10028	90249	100277	35294683	60667585	marine	13	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3710	16322300	3752380000	3017730	2474420	0.868359	0.999196	0.843964	0.999341	0.843964	0.998545	0.855344	0.855988	165.8547	00:02:45	1777.95	2195.84	1771.77	1772.97	811.72	0.04	0	10028	90249	100277	35294683	60667585	marine	13	closed	t	0.563	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29306	16359600	5005860000	3032060	2437120	0.8703	0.9994	0.8436	0.9995	0.8436	0.9989	0.8563	0.8568	181.4676	00:03:01	1780.61	2196.9	1776.91	1777.77	823.58	0.04	0	10028	90249	100277	35294683	60667585	marine	14	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3625	16329800	3750200000	3028400	2466910	0.868759	0.999193	0.84356	0.999343	0.84356	0.998543	0.855335	0.855974	169.5248	00:02:49	1775.61	2196.47	1772.7	1773.22	814.83	1.73	0	10028	90249	100277	35294683	60667585	marine	14	closed	t	0.559	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29271	16367700	5005850000	3040780	2429000	0.8708	0.9994	0.8433	0.9995	0.8433	0.9989	0.8564	0.8568	207.2479	00:03:27	1782.32	2197.79	1778.63	1779.52	825.05	1.95	0	10028	90249	100277	35294683	60667585	marine	15	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3696	16335600	3750710000	3036590	2461120	0.869066	0.999191	0.84325	0.999344	0.84325	0.998543	0.855329	0.855963	171.7022	00:02:51	1780.96	2196.91	1777.25	1778.15	825.05	1.71	0	10028	90249	100277	35294683	60667585	marine	15	closed	t	0.559	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29235	16368400	5005860000	3036380	2428320	0.8708	0.9994	0.8435	0.9995	0.8435	0.9989	0.8565	0.857	166.6342	00:02:46	1776.86	2197.69	1774.04	1774.43	716.28	1.95	0	10028	90249	100277	35294683	60667585	marine	16	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3708	16339700	3752020000	3032900	2457030	0.869284	0.999192	0.843444	0.999346	0.843444	0.998545	0.855536	0.856169	154.4778	00:02:34	1774.7	2195.85	1771.82	1772.18	223.62	0.04	0	10028	90249	100277	35294683	60667585	marine	16	closed	t	0.565	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29172	16365500	5005850000	3038970	2431180	0.8707	0.9994	0.8434	0.9995	0.8434	0.9989	0.8564	0.8568	165.9202	00:02:45	1774.49	2195.86	1771.77	1772.07	802.08	1.96	0	10028	90249	100277	35294683	60667585	marine	17	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3627	16333200	3760540000	3034740	2463550	0.868937	0.999194	0.843311	0.999345	0.843311	0.998546	0.855299	0.855932	160.3001	00:02:40	1775.82	2195.86	1771.66	1772.43	490.77	0.03	0	10028	90249	100277	35294683	60667585	marine	17	closed	t	0.559	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29217	16353600	5005870000	3020780	2443150	0.87	0.9994	0.8441	0.9995	0.8441	0.9989	0.8564	0.8569	163.5542	00:02:43	1779.86	2195.84	1776.15	1777.11	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	18	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3657	16322700	3754030000	3016900	2473960	0.868384	0.999197	0.844005	0.999341	0.844005	0.998546	0.855377	0.85602	167.3018	00:02:47	1776.19	2196.48	1772.79	1773.21	798.93	1.71	0	10028	90249	100277	35294683	60667585	marine	18	closed	t	0.56	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29326	16352300	5005870000	3019010	2444350	0.87	0.9994	0.8442	0.9995	0.8442	0.9989	0.8564	0.8569	166.445	00:02:46	1777.43	2195.83	1771.75	1772.79	810	1.94	0	10028	90249	100277	35294683	60667585	marine	19	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3671	16322600	3746830000	3015300	2474130	0.868374	0.999196	0.844073	0.99934	0.844073	0.998543	0.855406	0.856051	173.5421	00:02:53	1780.88	2196.89	1776.46	1777.54	814.36	1.71	0	10028	90249	100277	35294683	60667585	marine	19	closed	t	0.561	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29249	16377200	5005840000	3049170	2419540	0.8713	0.9994	0.843	0.9995	0.843	0.9989	0.8565	0.8569	161.4529	00:02:41	1776.23	2195.84	1771.68	1772.79	820.65	0.03	0	10028	90249	100277	35294683	60667585	marine	20	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3669	16346400	3748880000	3045110	2450300	0.869642	0.999188	0.842967	0.999347	0.842967	0.998543	0.855469	0.856097	161.792	00:02:41	1778.87	2195.84	1771.75	1773.96	822.31	0.02	0	10028	90249	100277	35294683	60667585	marine	20	closed	t	0.56	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29369	16364600	5005850000	3037290	2432070	0.8706	0.9994	0.8435	0.9995	0.8435	0.9989	0.8564	0.8568	178.2425	00:02:58	1785.88	2202.11	1782.18	1783.07	825.05	0.04	0	10028	90249	100277	35294683	60667585	marine	21	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3723	16332500	3747070000	3033140	2464200	0.868903	0.999191	0.843375	0.999343	0.843375	0.998541	0.855312	0.855949	179.5643	00:02:59	1779.84	2195.84	1776.13	1777.08	825.05	0.04	0	10028	90249	100277	35294683	60667585	marine	21	closed	t	0.561	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29250	16366200	5005860000	3035320	2430520	0.8707	0.9994	0.8436	0.9995	0.8436	0.9989	0.8565	0.8569	174.013	00:02:54	1779.84	2195.84	1774.25	1775.61	815.93	1.94	0	10028	90249	100277	35294683	60667585	marine	22	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3624	16335400	3753150000	3031730	2461310	0.869056	0.999193	0.84346	0.999345	0.84346	0.998545	0.855432	0.856067	199.1934	00:03:19	1780.89	2196.48	1777.21	1778.08	825.05	1.72	0	10028	90249	100277	35294683	60667585	marine	22	closed	t	0.56	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29169	16352300	5005870000	3019510	2444400	0.87	0.9994	0.8441	0.9995	0.8441	0.9989	0.8564	0.8568	159.4052	00:02:39	1776.51	2195.85	1771.66	1772.56	6.61	0.03	0	10028	90249	100277	35294683	60667585	marine	23	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3599	16322300	3758730000	3015890	2474380	0.868361	0.999198	0.844045	0.999342	0.844045	0.998548	0.855388	0.85603	167.7544	00:02:47	1777.04	2196.48	1772.7	1773.93	78.02	1.71	0	10028	90249	100277	35294683	60667585	marine	23	closed	t	0.561	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29341	16370600	5005850000	3045720	2426090	0.8709	0.9994	0.8431	0.9995	0.8431	0.9989	0.8564	0.8568	166.9259	00:02:46	1775.96	2195.85	1771.75	1772.88	816.22	1.94	0	10028	90249	100277	35294683	60667585	marine	24	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3686	16341200	3754010000	3042180	2455510	0.869365	0.99919	0.843052	0.999346	0.843052	0.998544	0.855377	0.856006	172.7618	00:02:52	1779.34	2196.91	1772.69	1774.81	825.43	1.71	0	10028	90249	100277	35294683	60667585	marine	24	closed	t	0.562	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29210	16161800	5005950000	2940740	2634920	0.8598	0.9994	0.8461	0.9995	0.8461	0.9989	0.8524	0.8529	184.2623	00:03:04	1780.62	2196.91	1777	1778.12	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	25	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3679	16134900	3752290000	2936960	2661790	0.858391	0.999218	0.846006	0.999291	0.846006	0.998517	0.851431	0.852153	178.9738	00:02:58	1778.05	2195.85	1772.57	1774.04	812.56	0.04	0	10028	90249	100277	35294683	60667585	marine	25	closed	t	0.562	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29278	16360800	5005860000	3031740	2435910	0.8704	0.9994	0.8437	0.9995	0.8437	0.9989	0.8564	0.8568	164.512	00:02:44	1775.26	2195.85	1771.73	1772.17	583.8	0.04	0	10028	90249	100277	35294683	60667585	marine	26	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3685	16330600	3753240000	3028160	2466120	0.8688	0.999194	0.843577	0.999343	0.843577	0.998545	0.855365	0.856003	157.7904	00:02:37	1779.86	2195.85	1776.22	1777.3	825.05	0.03	0	10028	90249	100277	35294683	60667585	marine	26	closed	t	0.562	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29196	16362200	5005860000	3031300	2434470	0.8705	0.9994	0.8437	0.9995	0.8437	0.9989	0.8564	0.8569	162.8269	00:02:42	1776.06	2195.86	1773.56	1774.15	826.09	0.04	0	10028	90249	100277	35294683	60667585	marine	27	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3648	16331500	3756200000	3027430	2465240	0.868847	0.99919500000000006	0.843616	0.999344	0.843616	0.998546	0.855409	0.856045	155.4122	00:02:35	1774.41	2195.86	1772.43	1772.76	775.96	0.04	0	10028	90249	100277	35294683	60667585	marine	27	closed	t	0.559	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29150	16353800	5005860000	3031460	2442870	0.87	0.9994	0.8436	0.9995	0.8436	0.9989	0.8562	0.8566	182.5601	00:03:02	1776.68	2196.92	1772.55	1772.95	799.84	0.04	0	10028	90249	100277	35294683	60667585	marine	28	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3584	16322200	3762200000	3027680	2474530	0.868353	0.999196	0.843529	0.999343	0.843529	0.998546	0.855122	0.855761	162.2288	00:02:42	1778.81	2195.86	1771.78	1773.96	142.74	0.04	0	10028	90249	100277	35294683	60667585	marine	28	closed	t	0.56	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29224	16355600	5005860000	3033310	2441090	0.8701	0.9994	0.8436	0.9995	0.8436	0.9989	0.8562	0.8566	186.6124	00:03:06	1775.21	2195.85	1772.75	1773.11	14.36	0.05	0	10028	90249	100277	35294683	60667585	marine	29	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	3611	16324500	3755410000	3029490	2472230	0.868475	0.999194	0.843469	0.999342	0.843469	0.998543	0.85515	0.85579	175.7175	00:02:55	1776.87	2195.85	1771.79	1772.98	14.11	0.05	0	10028	90249	100277	35294683	60667585	marine	29	closed	t	0.56	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	29166	16366500	5005860000	3035720	2430240	0.8707	0.9994	0.8435	0.9995	0.8435	0.9989	0.8565	0.8569	164.5184	00:02:44	1775.27	2195.84	1771.65	1772.32	807.72	0.04	0	10028	90249	100277	35294683	60667585	marine	30	open	t	1	0.9	0.1	simple	TRUE	NA	NA	mothur	NA
